ParkName,State,partySize,RateType,BookingType,Equipment
Dollar Lake,NS ,2,Senior,CampsitePermit,LT 20ft
Thomas Raddall,QC ,1,Senior,CampsitePermit,LT 30ft
Mira River,SWAZILAND ,3,Full,CampsitePermit,LT 20ft
Amherst Shore,NS ,2,Full,CampsitePermit,Tents
Caribou Munroes,NS ,4,Full,CampsitePermit,LT 20ft
Salsman,NS ,2,Full,CampsitePermit,LT 40ft
Mira River,VT ,2,Senior,CampsitePermit,ST
Five Islands,NS ,2,Full,CampsitePermit,LT 20ft
Graves Island,NS ,5,Full,CampsitePermit,ST
Whycocomagh,ME ,2,Full,CampsitePermit,ST
Five Islands,MD ,2,Full,CampsitePermit,ST
Rissers Beach,NS ,3,Full,CampsitePermit,LT 30ft
Laurie,NS ,3,Full,CampsitePermit,ST
Smileys,NS ,3,Full,CampsitePermit,ST
Caribou Munroes,CA ,2,Senior,CampsitePermit,LT 20ft
Caribou Munroes,NS ,4,Full,CampsitePermit,ST
Laurie,NS ,1,Full,CampsitePermit,ST
Smileys,NS ,4,Full,CampsitePermit,Tents
Rissers Beach,NS ,6,Full,CampsitePermit,Tents
Amherst Shore,SK ,1,Full,CampsitePermit,ST
Salsman,NS ,2,Full,CampsitePermit,ST
Blomidon,NS ,2,Full,CampsitePermit,ST
Ellenwood Lake,NS ,4,Full,CampsitePermit,ST
Thomas Raddall,NS ,4,Full,CampsitePermit,ST
Rissers Beach,NS ,1,Full,CampsitePermit,ST
Thomas Raddall,NS ,3,Full,CampsitePermit,ST
Amherst Shore,QC ,2,Full,CampsitePermit,ST
Dollar Lake,NS ,2,Full,CampsitePermit,ST
Smileys,NS ,3,Full,CampsitePermit,ST
Battery,ON ,2,Full,CampsitePermit,LT 30ft
Graves Island,NS ,4,Full,CampsitePermit,ST
Caribou Munroes,ON ,1,Senior,CampsitePermit,LT 20ft
Mira River,NS ,4,Full,CampsitePermit,ST
Mira River,NS ,4,Full,CampsitePermit,LT 20ft
Graves Island,ON ,1,Senior,CampsitePermit,ST
Rissers Beach,NS ,5,Full,CampsitePermit,LT 30ft
Dollar Lake,NS ,6,Full,CampsitePermit,LT 20ft
Rissers Beach,NS ,5,Full,CampsitePermit,ST
Graves Island,ON ,3,Full,CampsitePermit,LT 30ft
Blomidon,NS ,2,Full,CampsitePermit,ST
Five Islands,NY ,2,Full,CampsitePermit,ST
Whycocomagh,NS ,2,Full,CampsitePermit,ST
Caribou Munroes,NS ,2,Full,CampsitePermit,LT 20ft
Five Islands,PE ,2,Full,CampsitePermit,ST
Mira River,NS ,4,Full,CampsitePermit,LT 30ft
Five Islands,ON ,4,Full,CampsitePermit,ST
Smileys,PE ,4,Full,CampsitePermit,LT 30ft
Porters Lake,NS ,3,Full,CampsitePermit,ST
Graves Island,NS ,3,Full,CampsitePermit,LT 30ft
Caribou Munroes,NS ,3,Full,CampsitePermit,Tents
Dollar Lake,NS ,4,Full,CampsitePermit,ST
Thomas Raddall,NS ,6,Full,CampsitePermit,Tents
Graves Island,NB ,1,Full,CampsitePermit,ST
Rissers Beach,BC ,2,Senior,CampsitePermit,LT 20ft
Graves Island,NS ,5,Full,CampsitePermit,LT 30ft
Thomas Raddall,SWITZERLAND ,2,Full,CampsitePermit,LT 20ft
Caribou Munroes,NB ,4,Full,CampsitePermit,ST
Battery,NS ,2,Full,CampsitePermit,ST
Graves Island,NS ,4,Full,CampsitePermit,LT 20ft
Mira River,NS ,2,Full,CampsitePermit,ST
Mira River,NS ,2,Full,CampsitePermit,LT 30ft
Battery,AB ,2,Full,CampsitePermit,LT 30ft
Amherst Shore,BC ,1,Full,CampsitePermit,ST
Cape Chignecto,MA ,4,Full,BackcountryPermit,ST
Whycocomagh,ISLE OF MAN ,2,Full,CampsitePermit,LT 30ft
Graves Island,NS ,3,Full,CampsitePermit,ST
Battery,QC ,2,Full,CampsitePermit,LT 20ft
Laurie,NS ,6,Full,CampsitePermit,Tents
Graves Island,NS ,1,Full,CampsitePermit,ST
Dollar Lake,NS ,6,Full,CampsitePermit,Tents
Amherst Shore,MI ,2,Full,CampsitePermit,LT 20ft
Graves Island,NS ,2,Full,CampsitePermit,ST
The Islands,BC ,2,Senior,CampsitePermit,LT 20ft
Five Islands,NB ,2,Full,CampsitePermit,ST
Five Islands,NB ,6,Full,CampsitePermit,Tents
Salsman,NS ,3,Full,CampsitePermit,ST
Battery,QC ,2,Full,CampsitePermit,ST
Rissers Beach,NS ,2,Full,CampsitePermit,LT 20ft
Battery,ON ,3,Full,CampsitePermit,LT 30ft
Five Islands,NS ,2,Senior,CampsitePermit,LT 20ft
Rissers Beach,NS ,6,Full,CampsitePermit,Tents
Mira River,NS ,4,Full,CampsitePermit,LT 30ft
The Islands,NS ,4,Full,CampsitePermit,ST
Five Islands,NS ,1,Full,CampsitePermit,ST
Porters Lake,NS ,2,Senior,CampsitePermit,LT 20ft
Thomas Raddall,NS ,2,Full,CampsitePermit,LT 30ft
Caribou Munroes,NS ,2,Full,CampsitePermit,LT 20ft
The Islands,NS ,4,Full,CampsitePermit,LT 20ft
Graves Island,NS ,3,Full,CampsitePermit,ST
Valleyview,NS ,3,Full,CampsitePermit,ST
Graves Island,NS ,2,Full,CampsitePermit,ST
Caribou Munroes,ME ,1,Full,CampsitePermit,ST
Smileys,NS ,2,Veteran,CampsitePermit,LT 30ft
Salsman,ON ,2,Full,CampsitePermit,LT 20ft
Whycocomagh,ON ,2,Full,CampsitePermit,ST
Rissers Beach,QC ,2,Full,CampsitePermit,ST
Ellenwood Lake,NS ,2,Full,CampsitePermit,LT 20ft
Mira River,NS ,3,Full,CampsitePermit,LT 30ft
Thomas Raddall,NS ,6,Full,CampsitePermit,Tents
Rissers Beach,NS ,2,Full,CampsitePermit,LT 30ft
Caribou Munroes,NS ,2,Full,CampsitePermit,LT 20ft
Porters Lake,SD ,1,Full,CampsitePermit,ST
Five Islands,NB ,4,Senior,CampsitePermit,Tents
Five Islands,AB ,2,Senior,CampsitePermit,ST
Thomas Raddall,ON ,1,Full,CampsitePermit,ST
Smileys,NS ,4,Full,CampsitePermit,LT 30ft
Mira River,QC ,2,Full,CampsitePermit,ST
Salsman,NS ,2,Senior,CampsitePermit,LT 30ft
Rissers Beach,NS ,2,Full,CampsitePermit,LT 30ft
Amherst Shore,NJ ,2,Full,CampsitePermit,LT 30ft
Caribou Munroes,NS ,5,Full,CampsitePermit,LT 40ft
Mira River,NS ,4,Full,CampsitePermit,LT 30ft
Blomidon,NS ,2,Full,CampsitePermit,LT 30ft
Laurie,NS ,4,Full,CampsitePermit,Tents
Amherst Shore,ON ,1,Full,CampsitePermit,ST
Thomas Raddall,NS ,2,Senior,CampsitePermit,LT 30ft
Laurie,NB ,4,Full,CampsitePermit,LT 20ft
Rissers Beach,NS ,4,Full,CampsitePermit,LT 40ft
Porters Lake,NS ,2,Veteran,CampsitePermit,LT 30ft
Mira River,ON ,4,Full,CampsitePermit,LT 40ft
Porters Lake,QC ,5,Full,CampsitePermit,ST
Five Islands,NS ,2,Full,CampsitePermit,LT 20ft
Blomidon,ON ,2,Full,CampsitePermit,ST
Graves Island,NS ,4,Full,CampsitePermit,LT 30ft
Valleyview,NS ,2,Senior,CampsitePermit,ST
Smileys,NS ,2,Senior,CampsitePermit,LT 30ft
Smileys,NS ,4,Full,CampsitePermit,LT 20ft
Smileys,NB ,2,Full,CampsitePermit,LT 20ft
Rissers Beach,NS ,4,Full,CampsitePermit,LT 20ft
Graves Island,NS ,2,Full,CampsitePermit,ST
Graves Island,ON ,2,Senior,CampsitePermit,LT 20ft
Graves Island,NS ,2,Senior,CampsitePermit,LT 30ft
Ellenwood Lake,NS ,4,Full,CampsitePermit,ST
Whycocomagh,QC ,2,Full,CampsitePermit,LT 30ft
Five Islands,NS ,3,Full,CampsitePermit,Tents
Rissers Beach,NS ,2,Full,CampsitePermit,Tents
Graves Island,NS ,2,Senior,CampsitePermit,ST
Mira River,NS ,3,Full,CampsitePermit,ST
Blomidon,NS ,2,Full,CampsitePermit,ST
Caribou Munroes,ON ,3,Full,CampsitePermit,LT 30ft
The Islands,FL ,2,Senior,CampsitePermit,LT 20ft
Rissers Beach,NS ,2,Full,CampsitePermit,LT 20ft
Graves Island,NS ,2,Full,CampsitePermit,LT 40ft
Battery,NS ,2,Full,CampsitePermit,ST
Graves Island,QC ,2,FULL,CampsitePermit,LT 30ft
Graves Island,ON ,4,Full,CampsitePermit,LT 30ft
Caribou Munroes,QC ,1,Senior,CampsitePermit,LT 20ft
Dollar Lake,FL ,2,Full,CampsitePermit,LT 30ft
Caribou Munroes,NS ,2,Full,CampsitePermit,ST
Mira River,NS ,2,Full,CampsitePermit,LT 30ft
Graves Island,NS ,2,Full,CampsitePermit,ST
Caribou Munroes,NS ,6,Veteran,CampsitePermit,LT 30ft
Blomidon,NS ,2,Full,CampsitePermit,Tents
Whycocomagh,PE ,1,Full,CampsitePermit,ST
Five Islands,NS ,2,Full,CampsitePermit,ST
Battery,NS ,3,Full,CampsitePermit,ST
Laurie,NS ,3,Full,CampsitePermit,ST
Caribou Munroes,NS ,4,Full,CampsitePermit,LT 20ft
Graves Island,NS ,4,Full,CampsitePermit,ST
Rissers Beach,MD ,2,Full,CampsitePermit,ST
Mira River,ON ,2,Full,CampsitePermit,ST
Blomidon,NS ,2,Full,CampsitePermit,LT 30ft
Mira River,NB ,2,Full,CampsitePermit,LT 20ft
Cape Chignecto,NS ,1,Full,BackcountryPermit,ST
Thomas Raddall,GERMANY ,2,Full,CampsitePermit,ST
Mira River,NS ,4,Full,CampsitePermit,LT 40ft
Caribou Munroes,QC ,2,Full,CampsitePermit,ST
Rissers Beach,NS ,4,Full,CampsitePermit,LT 20ft
Five Islands,NB ,4,Full,CampsitePermit,LT 20ft
Battery,GERMANY ,5,Full,CampsitePermit,LT 30ft
Ellenwood Lake,NS ,2,Full,CampsitePermit,Tents
Caribou Munroes,QC ,2,Full,CampsitePermit,ST
Caribou Munroes,NS ,2,Full,CampsitePermit,LT 30ft
Mira River,QC ,4,Full,CampsitePermit,LT 30ft
Dollar Lake,NS ,2,Full,CampsitePermit,ST
Graves Island,NS ,2,Full,CampsitePermit,LT 30ft
Mira River,NS ,4,Full,CampsitePermit,Tents
Caribou Munroes,NS ,3,Full,CampsitePermit,LT 20ft
Rissers Beach,PE ,2,Full,CampsitePermit,LT 30ft
Blomidon,QC ,2,Full,CampsitePermit,ST
Rissers Beach,NS ,2,Full,CampsitePermit,ST
Thomas Raddall,NS ,4,Full,CampsitePermit,LT 20ft
Whycocomagh,NS ,5,Senior,CampsitePermit,LT 30ft
Mira River,NS ,4,Full,CampsitePermit,LT 20ft
Smileys,NS ,2,Full,CampsitePermit,LT 30ft
Amherst Shore,NS ,2,Full,CampsitePermit,LT 20ft
Salsman,NS ,2,Full,CampsitePermit,LT 30ft
Caribou Munroes,NS ,2,Full,CampsitePermit,LT 20ft
Five Islands,NS ,2,Senior,CampsitePermit,LT 20ft
Amherst Shore,BC ,4,Full,CampsitePermit,Tents
Salsman,NS ,2,Full,CampsitePermit,LT 40ft
Porters Lake,NS ,2,Full,CampsitePermit,ST
Thomas Raddall,NS ,2,Full,CampsitePermit,ST
Dollar Lake,NS ,6,Full,CampsitePermit,Tents
Thomas Raddall,ON ,1,Full,CampsitePermit,ST
The Islands,QC ,4,Full,CampsitePermit,LT 20ft
Boylston,NS ,1,Full,CampsitePermit,ST
Graves Island,NS ,3,Full,CampsitePermit,LT 20ft
Caribou Munroes,ON ,2,Full,CampsitePermit,ST
Caribou Munroes,NS ,3,Full,CampsitePermit,ST
Mira River,NS ,2,Full,CampsitePermit,ST
Blomidon,NS ,2,Senior,CampsitePermit,LT 30ft
Mira River,NS ,4,Full,CampsitePermit,LT 30ft
Graves Island,NS ,2,Senior,CampsitePermit,LT 30ft
Mira River,NS ,2,Full,CampsitePermit,LT 30ft
Rissers Beach,NS ,4,Full,CampsitePermit,LT 20ft
Graves Island,NS ,2,Full,CampsitePermit,LT 30ft
Valleyview,VT ,2,Full,CampsitePermit,ST
Battery,ON ,2,Full,CampsitePermit,ST
Smileys,NS ,5,Senior,CampsitePermit,LT 30ft
The Islands,GERMANY ,2,Full,CampsitePermit,LT 20ft
Graves Island,NS ,2,Full,CampsitePermit,LT 20ft
Graves Island,VA ,2,Senior,CampsitePermit,LT 30ft
Thomas Raddall,ON ,2,Full,CampsitePermit,LT 20ft
Laurie,NS ,6,Full,CampsitePermit,ST
Graves Island,NS ,4,Full,CampsitePermit,LT 30ft
Rissers Beach,NS ,2,Full,CampsitePermit,LT 20ft
Rissers Beach,NS ,2,Full,CampsitePermit,LT 20ft
Caribou Munroes,NS ,5,Full,CampsitePermit,ST
Five Islands,PE ,2,Full,CampsitePermit,ST
Five Islands,ON ,4,Full,CampsitePermit,LT 20ft
Cape Chignecto,ON ,4,Full,BackcountryPermit,Cabin
Laurie,QC ,2,Full,CampsitePermit,LT 20ft
Graves Island,NS ,2,Full,CampsitePermit,LT 40ft
Dollar Lake,NS ,5,Full,CampsitePermit,LT 20ft
Graves Island,NS ,2,Full,CampsitePermit,Tents
Whycocomagh,GERMANY ,2,Senior,CampsitePermit,LT 20ft
Dollar Lake,NS ,6,Full,CampsitePermit,ST
Five Islands,NS ,2,Senior,CampsitePermit,ST
Blomidon,NB ,4,Full,CampsitePermit,ST
Laurie,NS ,2,Senior,CampsitePermit,LT 30ft
Amherst Shore,NS ,2,Full,CampsitePermit,LT 30ft
Caribou Munroes,ON ,1,Full,CampsitePermit,ST
Caribou Munroes,ON ,2,Full,CampsitePermit,LT 20ft
Five Islands,FL ,1,Senior,CampsitePermit,ST
Rissers Beach,NS ,2,Full,CampsitePermit,LT 30ft
Valleyview,MI ,2,Senior,CampsitePermit,Tents
Caribou Munroes,NS ,2,Full,CampsitePermit,LT 30ft
Battery,OH ,2,Senior,CampsitePermit,ST
Porters Lake,VT ,4,Full,CampsitePermit,Tents
Battery,NS ,4,Full,CampsitePermit,ST
Graves Island,NS ,2,Senior,CampsitePermit,LT 30ft
Rissers Beach,NS ,4,Full,CampsitePermit,LT 30ft
Rissers Beach,NS ,3,Full,CampsitePermit,ST
Dollar Lake,NS ,4,Full,CampsitePermit,ST
Graves Island,NS ,4,Full,CampsitePermit,Tents
Blomidon,BC ,2,Full,CampsitePermit,ST
Rissers Beach,MO ,1,Full,CampsitePermit,ST
Whycocomagh,QC ,5,Full,CampsitePermit,ST
Graves Island,NS ,2,Full,CampsitePermit,LT 40ft
Smileys,NS ,4,Full,CampsitePermit,LT 20ft
Ellenwood Lake,NS ,4,Full,CampsitePermit,ST
Ellenwood Lake,NS ,2,Senior,CampsitePermit,LT 20ft
Amherst Shore,NS ,2,Full,CampsitePermit,ST
Five Islands,OH ,2,Full,CampsitePermit,ST
Graves Island,NS ,4,Senior,CampsitePermit,LT 30ft
Graves Island,NS ,2,Full,CampsitePermit,ST
Rissers Beach,NS ,2,Full,CampsitePermit,LT 30ft
Mira River,QC ,2,Full,CampsitePermit,LT 20ft
Graves Island,NS ,2,Full,CampsitePermit,ST
Amherst Shore,NB ,4,Full,CampsitePermit,ST
Blomidon,QC ,2,Full,CampsitePermit,ST
Cape Chignecto,PE ,2,Full,BackcountryPermit,ST
Mira River,SD ,1,Senior,CampsitePermit,ST
Thomas Raddall,NS ,1,Full,CampsitePermit,ST
Graves Island,NS ,4,Full,CampsitePermit,LT 20ft
Blomidon,NS ,4,Full,CampsitePermit,ST
Battery,NS ,2,Full,CampsitePermit,ST
Smileys,NS ,4,Full,CampsitePermit,LT 30ft
Five Islands,NS ,4,Full,CampsitePermit,Tents
Graves Island,FL ,1,Full,CampsitePermit,ST
Rissers Beach,NS ,2,Senior,CampsitePermit,LT 40ft
Whycocomagh,BC ,2,Full,CampsitePermit,ST
Battery,ON ,4,Full,CampsitePermit,LT 30ft
Graves Island,PE ,1,Full,CampsitePermit,ST
Dollar Lake,NS ,2,Full,CampsitePermit,ST
Five Islands,NS ,2,Full,CampsitePermit,ST
Battery,QC ,2,Full,CampsitePermit,LT 30ft
Graves Island,QC ,1,Full,CampsitePermit,LT 20ft
Laurie,NS ,6,Full,CampsitePermit,Tents
Blomidon,NS ,1,Senior,CampsitePermit,ST
Rissers Beach,NS ,4,Full,CampsitePermit,LT 30ft
Valleyview,NS ,1,Full,CampsitePermit,ST
Porters Lake,NS ,5,Full,CampsitePermit,LT 20ft
Battery,GERMANY ,2,Senior,CampsitePermit,ST
Ellenwood Lake,NS ,3,Full,CampsitePermit,Tents
Cape Chignecto,NB ,2,Full,BackcountryPermit,ST
Dollar Lake,NS ,5,Full,CampsitePermit,Tents
Whycocomagh,GERMANY ,2,Full,CampsitePermit,LT 30ft
Five Islands,ON ,5,Full,CampsitePermit,LT 20ft
Rissers Beach,NS ,5,Full,CampsitePermit,ST
Amherst Shore,NS ,4,Senior,CampsitePermit,LT 30ft
Mira River,NS ,2,Full,CampsitePermit,LT 20ft
Amherst Shore,ON ,2,Senior,CampsitePermit,LT 30ft
Smileys,NS ,4,Full,CampsitePermit,Tents
Ellenwood Lake,NS ,3,Senior,CampsitePermit,LT 30ft
Ellenwood Lake,NS ,5,Full,CampsitePermit,ST
Five Islands,QC ,1,Senior,CampsitePermit,ST
Battery,NH ,2,Senior,CampsitePermit,ST
Mira River,ON ,2,Full,CampsitePermit,LT 20ft
Dollar Lake,NS ,2,Full,CampsitePermit,ST
Laurie,NS ,6,Full,CampsitePermit,Tents
Caribou Munroes,NS ,4,Full,CampsitePermit,LT 20ft
Porters Lake,NS ,4,Full,CampsitePermit,LT 30ft
Rissers Beach,ON ,1,Full,CampsitePermit,ST
Porters Lake,NS ,2,Full,CampsitePermit,ST
Blomidon,ME ,2,Senior,CampsitePermit,ST
Mira River,NS ,2,Full,CampsitePermit,ST
Rissers Beach,NS ,3,Full,CampsitePermit,ST
Graves Island,NS ,4,Full,CampsitePermit,LT 30ft
Porters Lake,NEW ZEALAND ,2,Senior,CampsitePermit,LT 30ft
Mira River,NS ,4,Full,CampsitePermit,LT 30ft
Five Islands,NS ,2,Full,CampsitePermit,ST
Graves Island,WI ,1,Senior,CampsitePermit,LT 40ft
Mira River,QC ,2,Senior,CampsitePermit,ST
Graves Island,BC ,1,Full,CampsitePermit,ST
Whycocomagh,MB ,2,Full,CampsitePermit,ST
Amherst Shore,ON ,2,Full,CampsitePermit,ST
Mira River,NS ,2,Senior,CampsitePermit,ST
Cape Chignecto,NS ,2,Full,BackcountryPermit,ST
Whycocomagh,CA ,2,Full,CampsitePermit,LT 30ft
Whycocomagh,ON ,2,Full,CampsitePermit,LT 20ft
Smileys,NS ,6,Full,CampsitePermit,LT 20ft
Caribou Munroes,NS ,4,Full,CampsitePermit,ST
Rissers Beach,VT ,2,Full,CampsitePermit,ST
Dollar Lake,NS ,2,Veteran,CampsitePermit,LT 30ft
Caribou Munroes,SWITZERLAND ,2,Full,CampsitePermit,LT 20ft
The Islands,QC ,3,Full,CampsitePermit,LT 30ft
Caribou Munroes,ON ,2,Senior,CampsitePermit,ST
Caribou Munroes,NS ,2,Full,CampsitePermit,ST
Dollar Lake,NS ,5,Full,CampsitePermit,LT 20ft
Rissers Beach,NS ,2,Full,CampsitePermit,LT 30ft
Thomas Raddall,NS ,4,Full,CampsitePermit,Tents
Whycocomagh,QC ,2,Full,CampsitePermit,LT 30ft
Five Islands,NS ,4,Full,CampsitePermit,Tents
Dollar Lake,NS ,5,Full,CampsitePermit,ST
Porters Lake,NS ,2,Senior,CampsitePermit,LT 40ft
Rissers Beach,NS ,2,Full,CampsitePermit,LT 30ft
Rissers Beach,NS ,2,Full,CampsitePermit,ST
Mira River,QC ,2,Full,CampsitePermit,ST
Smileys,NS ,4,Senior,CampsitePermit,LT 30ft
Graves Island,NS ,2,Full,CampsitePermit,LT 40ft
Battery,NS ,3,Full,CampsitePermit,ST
Battery,NS ,3,Full,CampsitePermit,ST
Caribou Munroes,NS ,2,Full,CampsitePermit,ST
Battery,QC ,4,Full,CampsitePermit,ST
Blomidon,GERMANY ,2,Full,CampsitePermit,LT 30ft
Smileys,NY ,1,Full,CampsitePermit,ST
Five Islands,ON ,3,Full,CampsitePermit,ST
Whycocomagh,GERMANY ,2,Full,CampsitePermit,ST
Thomas Raddall,NS ,4,Full,CampsitePermit,ST
Smileys,NS ,4,Full,CampsitePermit,Tents
Valleyview,NS ,4,Full,CampsitePermit,LT 30ft
Blomidon,ON ,2,Full,CampsitePermit,ST
Smileys,NS ,4,Full,CampsitePermit,ST
Amherst Shore,NS ,3,Full,CampsitePermit,LT 20ft
Porters Lake,NS ,5,Full,CampsitePermit,ST
Rissers Beach,NS ,5,Veteran,CampsitePermit,ST
Dollar Lake,NS ,6,Full,CampsitePermit,Tents
Blomidon,NS ,3,Full,CampsitePermit,LT 40ft
Blomidon,NS ,4,Full,CampsitePermit,Tents
The Islands,VA ,1,Full,CampsitePermit,ST
Rissers Beach,NS ,2,Veteran,CampsitePermit,LT 20ft
Thomas Raddall,NS ,2,Full,CampsitePermit,ST
Mira River,NS ,4,Full,CampsitePermit,LT 30ft
Whycocomagh,ON ,4,Full,CampsitePermit,Tents
Five Islands,ON ,2,Full,CampsitePermit,ST
The Islands,NS ,4,Full,CampsitePermit,Tents
Mira River,NETHERLANDS ,4,Full,CampsitePermit,ST
Ellenwood Lake,NS ,2,Full,CampsitePermit,ST
Caribou Munroes,NS ,2,Senior,CampsitePermit,LT 30ft
Amherst Shore,BELARUS ,2,Senior,CampsitePermit,LT 20ft
Blomidon,NS ,2,Full,CampsitePermit,LT 20ft
Rissers Beach,NS ,1,Full,CampsitePermit,LT 30ft
Battery,NS ,2,Full,CampsitePermit,Tents
Cape Chignecto,NB ,1,Full,BackcountryPermit,ST
Graves Island,ON ,2,Full,CampsitePermit,LT 20ft
Valleyview,NS ,1,Senior,CampsitePermit,LT 20ft
Battery,NH ,2,Full,CampsitePermit,ST
Thomas Raddall,ON ,1,Full,CampsitePermit,ST
Rissers Beach,WA ,2,Full,CampsitePermit,LT 30ft
Graves Island,NS ,2,Full,CampsitePermit,LT 20ft
Caribou Munroes,NS ,5,Full,CampsitePermit,LT 30ft
Laurie,QC ,2,Full,CampsitePermit,ST
Thomas Raddall,NS ,1,Senior,CampsitePermit,LT 20ft
Graves Island,BC ,1,Full,CampsitePermit,LT 20ft
Porters Lake,QC ,3,Full,CampsitePermit,LT 30ft
Valleyview,NS ,3,Full,CampsitePermit,ST
Porters Lake,NS ,6,Full,CampsitePermit,ST
Thomas Raddall,NS ,5,Full,CampsitePermit,Tents
Whycocomagh,ON ,2,Full,CampsitePermit,ST
Whycocomagh,NS ,2,Full,CampsitePermit,LT 40ft
Caribou Munroes,QC ,5,Full,CampsitePermit,LT 30ft
Porters Lake,QC ,2,Full,CampsitePermit,ST
Blomidon,NS ,5,Full,CampsitePermit,LT 30ft
Porters Lake,QC ,2,Full,CampsitePermit,ST
Thomas Raddall,NS ,2,Full,CampsitePermit,LT 20ft
Five Islands,FRANCE ,2,Full,CampsitePermit,ST
Whycocomagh,CO ,1,Full,CampsitePermit,ST
Five Islands,GERMANY ,2,Full,CampsitePermit,LT 30ft
The Islands,QC ,2,Full,CampsitePermit,ST
Graves Island,NS ,4,Full,CampsitePermit,ST
Five Islands,NS ,2,Full,CampsitePermit,ST
Five Islands,ON ,2,Full,CampsitePermit,ST
Porters Lake,NH ,2,Full,CampsitePermit,ST
Ellenwood Lake,NS ,2,Full,CampsitePermit,ST
Five Islands,MA ,2,Full,CampsitePermit,ST
Graves Island,NS ,2,Full,CampsitePermit,LT 30ft
Five Islands,NS ,5,Full,CampsitePermit,Tents
Thomas Raddall,NS ,3,Full,CampsitePermit,LT 40ft
Amherst Shore,NS ,2,Full,CampsitePermit,LT 30ft
Graves Island,NS ,6,Full,CampsitePermit,Tents
Porters Lake,NS ,2,Full,CampsitePermit,ST
Caribou Munroes,SWITZERLAND ,2,Senior,CampsitePermit,LT 20ft
Blomidon,NS ,2,Full,CampsitePermit,ST
Mira River,NS ,3,Full,CampsitePermit,LT 20ft
Graves Island,NS ,4,Full,CampsitePermit,LT 30ft
The Islands,NS ,2,Senior,CampsitePermit,LT 40ft
Porters Lake,NS ,2,Full,CampsitePermit,ST
Blomidon,NS ,6,Full,CampsitePermit,ST
Smileys,SWITZERLAND ,2,Full,CampsitePermit,LT 30ft
Five Islands,ON ,2,Full,CampsitePermit,ST
Mira River,QC ,3,Full,CampsitePermit,ST
Blomidon,NB ,6,Full,CampsitePermit,Tents
The Islands,ON ,5,Full,CampsitePermit,LT 20ft
Rissers Beach,NS ,2,Senior,CampsitePermit,LT 20ft
Blomidon,MD ,2,Senior,CampsitePermit,ST
Graves Island,ON ,2,Full,CampsitePermit,ST
Caribou Munroes,NS ,1,Full,CampsitePermit,ST
Rissers Beach,NS ,4,Full,CampsitePermit,ST
Valleyview,NS ,1,Senior,CampsitePermit,ST
Whycocomagh,ME ,2,Full,CampsitePermit,LT 40ft
Rissers Beach,NS ,4,Full,CampsitePermit,LT 40ft
Caribou Munroes,MA ,2,Full,CampsitePermit,LT 30ft
Thomas Raddall,NB ,2,Full,CampsitePermit,ST
Caribou Munroes,NS ,2,Senior,CampsitePermit,LT 20ft
Ellenwood Lake,NS ,5,Full,CampsitePermit,Tents
Amherst Shore,QC ,2,Full,CampsitePermit,LT 30ft
Cape Chignecto,NS ,2,Full,BackcountryPermit,ST
Rissers Beach,NS ,4,Full,CampsitePermit,LT 20ft
Porters Lake,ON ,4,Full,CampsitePermit,Tents
Valleyview,GERMANY ,1,Senior,CampsitePermit,ST
Rissers Beach,NS ,4,Full,CampsitePermit,LT 30ft
Battery,ON ,4,Full,CampsitePermit,LT 20ft
Valleyview,BC ,2,Full,CampsitePermit,ST
Cape Chignecto,WI ,1,Full,BackcountryPermit,ST
Graves Island,NS ,2,Senior,CampsitePermit,LT 30ft
Mira River,NS ,2,Full,CampsitePermit,LT 20ft
Mira River,GERMANY ,5,Full,CampsitePermit,LT 40ft
The Islands,SWITZERLAND ,2,Senior,CampsitePermit,LT 20ft
Whycocomagh,GERMANY ,2,Full,CampsitePermit,LT 20ft
Cape Chignecto,GERMANY ,5,Full,BackcountryPermit,Cabin
Caribou Munroes,SWITZERLAND ,6,Full,CampsitePermit,LT 20ft
Whycocomagh,GERMANY ,2,Senior,CampsitePermit,LT 30ft
Five Islands,SWITZERLAND ,2,Full,CampsitePermit,LT 20ft
Graves Island,SWITZERLAND ,2,Full,CampsitePermit,LT 30ft
Salsman,GERMANY ,2,Senior,CampsitePermit,LT 20ft
Dollar Lake,GERMANY ,3,Full,CampsitePermit,LT 30ft
Five Islands,GERMANY ,2,Full,CampsitePermit,ST
Whycocomagh,SWITZERLAND ,2,Full,CampsitePermit,LT 20ft
Thomas Raddall,GERMANY ,2,Full,CampsitePermit,ST
Graves Island,GERMANY ,5,Full,CampsitePermit,LT 20ft
Valleyview,SWITZERLAND ,2,Full,CampsitePermit,LT 30ft
Graves Island,GERMANY ,2,Senior,CampsitePermit,LT 30ft
Rissers Beach,GERMANY ,2,Senior,CampsitePermit,LT 20ft
Valleyview,GERMANY ,2,Senior,CampsitePermit,ST
Blomidon,GERMANY ,1,Full,CampsitePermit,ST
Rissers Beach,GERMANY ,3,Full,CampsitePermit,LT 30ft
Caribou Munroes,GERMANY ,6,Full,CampsitePermit,LT 30ft
Ellenwood Lake,GERMANY ,1,Full,CampsitePermit,LT 40ft
Rissers Beach,SWITZERLAND ,5,Full,CampsitePermit,LT 30ft
Graves Island,GERMANY ,2,Full,CampsitePermit,ST
Blomidon,GERMANY ,3,Full,CampsitePermit,ST
Rissers Beach,GERMANY ,1,Full,CampsitePermit,ST
Rissers Beach,GERMANY ,2,Full,CampsitePermit,LT 20ft
