ParkName,State,partySize,RateType,BookingType,Equipment
Blomidon,NS ,2,Full,CampsitePermit,Single Tent
Rissers Beach,MS ,3,Full,CampsitePermit,Less than 40ft
Blomidon,NS ,2,Senior,CampsitePermit,Single Tent
Smileys,NS ,4,Full,CampsitePermit,Tents
Graves Island,NS ,4,Full,CampsitePermit,Less than 20ft
Porters Lake,GERMANY ,2,Full,CampsitePermit,Less than 30ft
Rissers Beach,NS ,2,Full,CampsitePermit,Less than 30ft
Blomidon,BELGIUM ,5,Full,CampsitePermit,Single Tent
Porters Lake,QC ,1,Full,CampsitePermit,Less than 20ft
Laurie,NS ,2,Full,CampsitePermit,Single Tent
Mira River,NS ,2,Senior,CampsitePermit,Less than 20ft
Rissers Beach,NS ,3,Full,CampsitePermit,Less than 30ft
Caribou Munroes,NS ,2,Full,CampsitePermit,Less than 40ft
Mira River,NS ,4,Senior,CampsitePermit,Less than 20ft
Graves Island,NS ,4,Full,CampsitePermit,Single Tent
Laurie,NS ,2,Veteran,CampsitePermit,Less than 20ft
Rissers Beach,NS ,2,Full,CampsitePermit,Less than 30ft
Caribou Munroes,NS ,2,Full,CampsitePermit,Single Tent
Five Islands,NS ,5,Full,CampsitePermit,Less than 30ft
Laurie,NS ,5,Full,CampsitePermit,Tents
Blomidon,NS ,2,Full,CampsitePermit,Single Tent
Caribou Munroes,QC ,2,Full,CampsitePermit,Single Tent
Rissers Beach,QC ,2,Full,CampsitePermit,Less than 30ft
Caribou Munroes,NS ,2,Full,CampsitePermit,Single Tent
The Islands,NS ,4,Full,CampsitePermit,Less than 30ft
Thomas Raddall,NS ,5,Full,CampsitePermit,Less than 30ft
Amherst Shore,BC ,2,Senior,CampsitePermit,Less than 20ft
Porters Lake,QC ,4,Full,CampsitePermit,Less than 20ft
Thomas Raddall,NS ,2,Full,CampsitePermit,Less than 20ft
Thomas Raddall,NS ,2,Full,CampsitePermit,Less than 30ft
Mira River,GA ,2,Senior,CampsitePermit,Less than 20ft
Five Islands,ON ,2,Senior,CampsitePermit,Less than 20ft
Dollar Lake,NS ,4,Full,CampsitePermit,Tents
Boylston,NS ,1,Full,CampsitePermit,Less than 20ft
Amherst Shore,NS ,2,Senior,CampsitePermit,Single Tent
Caribou Munroes,GERMANY ,2,Senior,CampsitePermit,Single Tent
Porters Lake,NS ,4,Full,CampsitePermit,Single Tent
Valleyview,NS ,5,Full,CampsitePermit,Less than 30ft
Graves Island,NS ,2,Full,CampsitePermit,Single Tent
Caribou Munroes,NS ,2,Senior,CampsitePermit,Single Tent
Laurie,NS ,5,Full,CampsitePermit,Less than 20ft
Porters Lake,NS ,3,Full,CampsitePermit,Tents
Ellenwood Lake,NS ,2,Full,CampsitePermit,Single Tent
Ellenwood Lake,NS ,5,Full,CampsitePermit,Single Tent
The Islands,ON ,1,Full,CampsitePermit,Single Tent
Graves Island,NS ,2,Full,CampsitePermit,Less than 30ft
Caribou Munroes,NS ,2,Senior,CampsitePermit,Less than 30ft
Amherst Shore,BC ,5,Full,CampsitePermit,Single Tent
Blomidon,NS ,2,Full,CampsitePermit,Single Tent
Graves Island,NS ,2,Full,CampsitePermit,Less than 30ft
Dollar Lake,NS ,6,Full,CampsitePermit,Tents
Caribou Munroes,NS ,2,Full,CampsitePermit,Single Tent
Thomas Raddall,NS ,4,Full,CampsitePermit,Single Tent
Porters Lake,NS ,2,Senior,CampsitePermit,Less than 30ft
Thomas Raddall,GERMANY ,2,Full,CampsitePermit,Single Tent
Rissers Beach,NS ,4,Full,CampsitePermit,Single Tent
Caribou Munroes,NS ,2,Senior,CampsitePermit,Less than 40ft
Ellenwood Lake,NS ,2,Full,CampsitePermit,Tents
Battery,BC ,3,Senior,CampsitePermit,Single Tent
Caribou Munroes,NS ,6,Senior,CampsitePermit,Single Tent
Rissers Beach,NS ,2,Full,CampsitePermit,Less than 20ft
Rissers Beach,NS ,4,Full,CampsitePermit,Tents
Rissers Beach,NS ,3,Full,CampsitePermit,Less than 30ft
Rissers Beach,NS ,4,Full,CampsitePermit,Less than 30ft
Dollar Lake,NS ,4,Full,CampsitePermit,Single Tent
Thomas Raddall,NS ,5,Full,CampsitePermit,Single Tent
Graves Island,MI ,1,Full,CampsitePermit,Single Tent
Graves Island,NS ,3,Full,CampsitePermit,Tents
Laurie,NS ,2,Senior,CampsitePermit,Less than 30ft
Porters Lake,NS ,2,Full,CampsitePermit,Single Tent
Five Islands,NS ,3,Full,CampsitePermit,Tents
Porters Lake,NS ,1,Full,CampsitePermit,Single Tent
Amherst Shore,QC ,2,Senior,CampsitePermit,Less than 30ft
Blomidon,NS ,3,Full,CampsitePermit,Single Tent
The Islands,GERMANY ,2,Full,CampsitePermit,Less than 30ft
Blomidon,NS ,3,Full,CampsitePermit,Less than 20ft
Rissers Beach,NS ,3,Full,CampsitePermit,Less than 20ft
Smileys,NS ,6,Full,CampsitePermit,Less than 20ft
Mira River,NS ,2,Full,CampsitePermit,Less than 30ft
Five Islands,NS ,3,Full,CampsitePermit,Tents
Caribou Munroes,NS ,4,Full,CampsitePermit,Less than 30ft
Caribou Munroes,QC ,4,Full,CampsitePermit,Less than 20ft
Graves Island,NS ,4,Full,CampsitePermit,Less than 30ft
Rissers Beach,NS ,2,Full,CampsitePermit,Less than 30ft
Caribou Munroes,BC ,2,Senior,CampsitePermit,Less than 20ft
Ellenwood Lake,NS ,2,Full,CampsitePermit,Single Tent
Mira River,QC ,3,Full,CampsitePermit,Less than 30ft
Mira River,ME ,3,Senior,CampsitePermit,Less than 30ft
Dollar Lake,NS ,4,Full,CampsitePermit,Single Tent
Mira River,QC ,2,Full,CampsitePermit,Single Tent
Mira River,NS ,2,Full,CampsitePermit,Less than 20ft
Rissers Beach,NS ,2,Full,CampsitePermit,Single Tent
Whycocomagh,FL ,1,Full,CampsitePermit,Single Tent
Cape Chignecto,NB ,2,Veteran,BackcountryPermit,Single Tent
Thomas Raddall,NS ,2,Full,CampsitePermit,Single Tent
Dollar Lake,NS ,3,Full,CampsitePermit,Less than 20ft
Ellenwood Lake,NS ,2,Full,CampsitePermit,Single Tent
Whycocomagh,QC ,2,Full,CampsitePermit,Less than 20ft
Ellenwood Lake,NS ,2,Full,CampsitePermit,Less than 30ft
Rissers Beach,GERMANY ,4,Full,CampsitePermit,Less than 30ft
Laurie,NS ,4,Full,CampsitePermit,Less than 20ft
The Islands,NB ,3,Full,CampsitePermit,Single Tent
Rissers Beach,NS ,6,Full,CampsitePermit,Tents
Graves Island,NS ,4,Full,CampsitePermit,Less than 30ft
Porters Lake,QC ,4,Full,CampsitePermit,Tents
Whycocomagh,NS ,2,Full,CampsitePermit,Less than 20ft
Dollar Lake,NETHERLANDS ,4,Full,CampsitePermit,Single Tent
Ellenwood Lake,NS ,2,Full,CampsitePermit,Single Tent
Dollar Lake,NS ,6,Full,CampsitePermit,Tents
Rissers Beach,NS ,3,Full,CampsitePermit,Less than 20ft
Blomidon,NS ,3,Full,CampsitePermit,Tents
Blomidon,QC ,2,Full,CampsitePermit,Single Tent
Porters Lake,AB ,3,Full,CampsitePermit,Less than 30ft
Whycocomagh,AB ,4,Senior,CampsitePermit,Less than 30ft
Porters Lake,NS ,6,Full,CampsitePermit,Tents
Graves Island,NS ,6,Full,CampsitePermit,Less than 20ft
Graves Island,NS ,2,Full,CampsitePermit,Less than 30ft
Dollar Lake,NS ,3,Full,CampsitePermit,Single Tent
Caribou Munroes,AB ,2,Senior,CampsitePermit,Single Tent
Cape Chignecto,ON ,1,Full,BackcountryPermit,Single Tent
Ellenwood Lake,ME ,4,Full,CampsitePermit,Less than 20ft
Laurie,NS ,4,Full,CampsitePermit,Tents
Mira River,NS ,4,Full,CampsitePermit,Less than 30ft
Amherst Shore,ON ,2,Full,CampsitePermit,Single Tent
Porters Lake,QC ,4,Full,CampsitePermit,Tents
Caribou Munroes,NS ,2,Veteran,CampsitePermit,Less than 30ft
Blomidon,NS ,1,Full,CampsitePermit,Single Tent
Blomidon,NS ,2,Full,CampsitePermit,Single Tent
Graves Island,NS ,5,Full,CampsitePermit,Less than 20ft
Graves Island,AB ,2,Full,CampsitePermit,Less than 30ft
Rissers Beach,NS ,2,Full,CampsitePermit,Less than 20ft
Graves Island,NS ,1,Full,CampsitePermit,Single Tent
Mira River,NS ,2,Senior,CampsitePermit,Less than 30ft
Blomidon,NS ,1,Full,CampsitePermit,Single Tent
Mira River,QC ,2,Full,CampsitePermit,Single Tent
Porters Lake,NS ,2,Senior,CampsitePermit,Less than 30ft
Porters Lake,NS ,2,Full,CampsitePermit,Less than 20ft
Graves Island,ON ,3,Full,CampsitePermit,Tents
Cape Chignecto,NB ,1,Full,BackcountryPermit,Single Tent
The Islands,ON ,2,Full,CampsitePermit,Less than 40ft
Laurie,NS ,2,Full,CampsitePermit,Less than 20ft
Rissers Beach,NS ,2,Full,CampsitePermit,Less than 40ft
Mira River,ON ,2,Full,CampsitePermit,Single Tent
Thomas Raddall,NS ,4,Full,CampsitePermit,Less than 40ft
Ellenwood Lake,NS ,2,Full,CampsitePermit,Less than 20ft
Dollar Lake,NS ,1,Full,CampsitePermit,Single Tent
Whycocomagh,QC ,2,Full,CampsitePermit,Single Tent
Salsman,NS ,6,Full,CampsitePermit,Less than 30ft
Blomidon,NS ,4,Full,CampsitePermit,Single Tent
Caribou Munroes,NS ,4,Full,CampsitePermit,Single Tent
Caribou Munroes,NB ,2,Full,CampsitePermit,Single Tent
Dollar Lake,NS ,2,Full,CampsitePermit,Less than 20ft
Blomidon,NS ,3,Full,CampsitePermit,Single Tent
Blomidon,SWITZERLAND ,3,Full,CampsitePermit,Single Tent
Thomas Raddall,NS ,2,Full,CampsitePermit,Single Tent
Battery,GERMANY ,6,Full,CampsitePermit,Single Tent
Battery,NS ,4,Full,CampsitePermit,Single Tent
Graves Island,NS ,2,Full,CampsitePermit,Single Tent
Caribou Munroes,NS ,4,Full,CampsitePermit,Tents
Amherst Shore,QC ,2,Full,CampsitePermit,Less than 30ft
Amherst Shore,ON ,1,Senior,CampsitePermit,Less than 20ft
Graves Island,NS ,6,Full,CampsitePermit,Less than 20ft
Blomidon,NS ,4,Full,CampsitePermit,Single Tent
Porters Lake,ON ,2,Senior,CampsitePermit,Less than 20ft
Amherst Shore,QC ,2,Full,CampsitePermit,Less than 20ft
Mira River,ON ,2,Full,CampsitePermit,Less than 30ft
Boylston,GERMANY ,2,Full,CampsitePermit,Less than 30ft
Laurie,QC ,2,Full,CampsitePermit,Single Tent
Boylston,QC ,3,Full,CampsitePermit,Less than 30ft
Rissers Beach,NS ,2,Full,CampsitePermit,Less than 20ft
Five Islands,ON ,6,Full,CampsitePermit,Less than 20ft
Laurie,NS ,2,Full,CampsitePermit,Less than 20ft
Rissers Beach,NS ,3,Full,CampsitePermit,Less than 20ft
Valleyview,NS ,2,Full,CampsitePermit,Less than 30ft
Graves Island,MD ,1,Full,CampsitePermit,Single Tent
Mira River,ON ,2,Senior,CampsitePermit,Less than 20ft
The Islands,ON ,2,Full,CampsitePermit,Single Tent
Dollar Lake,NS ,2,Full,CampsitePermit,Single Tent
Five Islands,GERMANY ,2,Full,CampsitePermit,Single Tent
Smileys,BC ,2,Senior,CampsitePermit,Less than 30ft
Smileys,NS ,2,Full,CampsitePermit,Less than 20ft
Smileys,NS ,4,Full,CampsitePermit,Less than 30ft
Graves Island,NS ,3,Full,CampsitePermit,Less than 20ft
Boylston,NY ,2,Full,CampsitePermit,Less than 20ft
Boylston,NS ,4,Full,CampsitePermit,Single Tent
Five Islands,ON ,2,Full,CampsitePermit,Single Tent
The Islands,NS ,2,Senior,CampsitePermit,Less than 30ft
Blomidon,NS ,2,Full,CampsitePermit,Single Tent
Mira River,NS ,2,Full,CampsitePermit,Less than 30ft
Rissers Beach,NS ,4,Full,CampsitePermit,Less than 20ft
Dollar Lake,NS ,6,Full,CampsitePermit,Tents
Dollar Lake,NS ,3,Full,CampsitePermit,Single Tent
Graves Island,GERMANY ,2,Full,CampsitePermit,Less than 20ft
Graves Island,NS ,1,Senior,CampsitePermit,Single Tent
Blomidon,NS ,2,Full,CampsitePermit,Single Tent
Graves Island,NS ,2,Full,CampsitePermit,Less than 40ft
Dollar Lake,NS ,2,Full,CampsitePermit,Single Tent
Thomas Raddall,NS ,2,Full,CampsitePermit,Single Tent
Porters Lake,NS ,2,Full,CampsitePermit,Single Tent
Whycocomagh,MD ,2,Senior,CampsitePermit,Less than 30ft
Battery,AUSTRALIA ,1,Senior,CampsitePermit,Single Tent
Graves Island,AB ,2,Full,CampsitePermit,Single Tent
Graves Island,NS ,3,Full,CampsitePermit,Single Tent
Dollar Lake,NS ,3,Full,CampsitePermit,Single Tent
Porters Lake,NS ,3,Full,CampsitePermit,Less than 30ft
Blomidon,QC ,4,Full,CampsitePermit,Less than 20ft
Cape Chignecto,NS ,2,Full,BackcountryPermit,Single Tent
Mira River,QC ,2,Senior,CampsitePermit,Less than 20ft
Ellenwood Lake,CT ,2,Full,CampsitePermit,Single Tent
Rissers Beach,NS ,1,Full,CampsitePermit,Less than 20ft
Laurie,NS ,1,Full,CampsitePermit,Single Tent
Battery,AZ ,2,Senior,CampsitePermit,Single Tent
Boylston,NS ,4,Full,CampsitePermit,Single Tent
Caribou Munroes,BC ,2,Full,CampsitePermit,Less than 30ft
Blomidon,QC ,3,Full,CampsitePermit,Single Tent
Thomas Raddall,NS ,2,Full,CampsitePermit,Less than 20ft
Amherst Shore,NB ,4,Full,CampsitePermit,Single Tent
Porters Lake,ON ,3,Full,CampsitePermit,Less than 30ft
Salsman,NS ,3,Full,CampsitePermit,Single Tent
The Islands,NS ,2,Full,CampsitePermit,Less than 20ft
Thomas Raddall,LA ,2,Full,CampsitePermit,Single Tent
Caribou Munroes,NETHERLANDS ,2,Full,CampsitePermit,Less than 20ft
Smileys,NS ,5,Full,CampsitePermit,Single Tent
Amherst Shore,NS ,3,Full,CampsitePermit,Less than 20ft
Caribou Munroes,NS ,6,Senior,CampsitePermit,Less than 20ft
Rissers Beach,NS ,2,Full,CampsitePermit,Less than 20ft
Porters Lake,AB ,2,Senior,CampsitePermit,Less than 30ft
Blomidon,QC ,4,Full,CampsitePermit,Single Tent
Salsman,NS ,3,Full,CampsitePermit,Less than 20ft
Thomas Raddall,NS ,2,Full,CampsitePermit,Tents
Dollar Lake,NS ,5,Full,CampsitePermit,Less than 30ft
Blomidon,BC ,2,Senior,CampsitePermit,Less than 30ft
Battery,SWAZILAND ,4,Full,CampsitePermit,Less than 20ft
Caribou Munroes,SWITZERLAND ,4,Full,CampsitePermit,Less than 20ft
Ellenwood Lake,NS ,5,Full,CampsitePermit,Single Tent
The Islands,NS ,2,Full,CampsitePermit,Tents
Porters Lake,QC ,3,Full,CampsitePermit,Single Tent
Thomas Raddall,NS ,6,Full,CampsitePermit,Single Tent
Rissers Beach,NS ,6,Full,CampsitePermit,Tents
Five Islands,QC ,2,Full,CampsitePermit,Less than 20ft
Blomidon,RI ,2,Full,CampsitePermit,Single Tent
Laurie,NS ,2,Full,CampsitePermit,Single Tent
Dollar Lake,NS ,5,Full,CampsitePermit,Tents
Rissers Beach,ON ,2,Full,CampsitePermit,Less than 30ft
Laurie,NS ,4,Full,CampsitePermit,Less than 20ft
Amherst Shore,ON ,2,Full,CampsitePermit,Single Tent
Dollar Lake,NS ,4,Full,CampsitePermit,Single Tent
Whycocomagh,QC ,2,Full,CampsitePermit,Less than 20ft
Rissers Beach,ON ,1,Full,CampsitePermit,Single Tent
Caribou Munroes,ME ,2,Senior,CampsitePermit,Single Tent
Battery,NS ,2,Full,CampsitePermit,Single Tent
Rissers Beach,NS ,3,Full,CampsitePermit,Less than 20ft
Caribou Munroes,NS ,2,Senior,CampsitePermit,Less than 20ft
Porters Lake,ON ,2,Full,CampsitePermit,Less than 20ft
Mira River,NS ,5,Full,CampsitePermit,Single Tent
Whycocomagh,QC ,6,Full,YurtPermit,Tents
The Islands,NS ,4,Full,CampsitePermit,Tents
Dollar Lake,NS ,6,Full,CampsitePermit,Less than 30ft
Battery,NS ,2,Full,CampsitePermit,Less than 20ft
Graves Island,NS ,2,Full,CampsitePermit,Single Tent
Mira River,AB ,2,Full,CampsitePermit,Single Tent
Caribou Munroes,NS ,4,Full,CampsitePermit,Less than 20ft
Whycocomagh,NS ,2,Full,YurtPermit,Tents
Mira River,ON ,2,Full,CampsitePermit,Single Tent
Rissers Beach,NS ,2,Senior,CampsitePermit,Single Tent
Rissers Beach,NS ,4,Full,CampsitePermit,Less than 20ft
Graves Island,NS ,4,Full,CampsitePermit,Single Tent
Mira River,QC ,2,Full,CampsitePermit,Less than 30ft
Whycocomagh,NETHERLANDS ,2,Full,CampsitePermit,Less than 30ft
Valleyview,NS ,5,Full,CampsitePermit,Single Tent
Mira River,MD ,2,Full,CampsitePermit,Less than 20ft
Graves Island,NS ,2,Full,CampsitePermit,Less than 20ft
Caribou Munroes,FRANCE ,2,Full,CampsitePermit,Single Tent
Mira River,NS ,4,Full,CampsitePermit,Less than 40ft
Graves Island,NS ,4,Full,CampsitePermit,Tents
Laurie,NS ,3,Full,CampsitePermit,Single Tent
Five Islands,ON ,4,Full,CampsitePermit,Single Tent
Rissers Beach,SWITZERLAND ,4,Full,CampsitePermit,Less than 30ft
Rissers Beach,NS ,5,Full,CampsitePermit,Tents
Dollar Lake,NS ,2,Full,CampsitePermit,Single Tent
Blomidon,ON ,2,Full,CampsitePermit,Single Tent
Rissers Beach,NS ,3,Full,CampsitePermit,Single Tent
Rissers Beach,QC ,1,Full,CampsitePermit,Single Tent
Blomidon,NS ,2,Full,CampsitePermit,Single Tent
Salsman,SWITZERLAND ,3,Full,CampsitePermit,Less than 30ft
Rissers Beach,NS ,5,Full,CampsitePermit,Less than 30ft
Dollar Lake,NS ,4,Full,CampsitePermit,Tents
Five Islands,NS ,2,Full,CampsitePermit,Single Tent
Porters Lake,NS ,6,Full,CampsitePermit,Tents
The Islands,QC ,2,Senior,CampsitePermit,Less than 30ft
Porters Lake,NS ,2,Full,CampsitePermit,Less than 30ft
Caribou Munroes,CO ,2,Senior,CampsitePermit,Less than 30ft
Five Islands,NB ,3,Full,CampsitePermit,Less than 30ft
Five Islands,QC ,2,Full,CampsitePermit,Less than 40ft
Rissers Beach,NS ,4,Full,CampsitePermit,Tents
Graves Island,NS ,4,Full,CampsitePermit,Less than 30ft
Graves Island,NS ,2,Full,CampsitePermit,Less than 20ft
Laurie,NS ,6,Full,CampsitePermit,Tents
Rissers Beach,NS ,3,Full,CampsitePermit,Less than 30ft
Graves Island,QC ,5,Full,CampsitePermit,Single Tent
Blomidon,NS ,4,Full,CampsitePermit,Tents
Graves Island,WI ,1,Full,CampsitePermit,Single Tent
Dollar Lake,NS ,3,Full,CampsitePermit,Single Tent
Battery,QC ,2,Full,CampsitePermit,Single Tent
Five Islands,QC ,2,Full,CampsitePermit,Single Tent
Valleyview,QC ,2,Full,CampsitePermit,Less than 30ft
Caribou Munroes,GERMANY ,4,Full,CampsitePermit,Less than 30ft
Rissers Beach,NS ,4,Full,CampsitePermit,Single Tent
Rissers Beach,NS ,2,Full,CampsitePermit,Tents
Graves Island,NS ,3,Full,CampsitePermit,Less than 20ft
Rissers Beach,QC ,2,Full,CampsitePermit,Less than 20ft
The Islands,AB ,1,Senior,CampsitePermit,Single Tent
Porters Lake,NS ,2,Full,CampsitePermit,Less than 30ft
Graves Island,NS ,2,Full,CampsitePermit,Less than 30ft
Graves Island,NS ,2,Senior,CampsitePermit,Less than 30ft
Valleyview,ON ,2,Full,CampsitePermit,Less than 20ft
Porters Lake,NL ,2,Full,CampsitePermit,Less than 40ft
Laurie,ON ,2,Full,CampsitePermit,Less than 20ft
Rissers Beach,NS ,1,Full,CampsitePermit,Less than 20ft
Mira River,QC ,3,Full,CampsitePermit,Less than 20ft
Caribou Munroes,QC ,2,Full,CampsitePermit,Less than 20ft
Rissers Beach,NS ,2,Full,CampsitePermit,Single Tent
Dollar Lake,NS ,7,Full,CampsitePermit,Tents
The Islands,NS ,3,Full,CampsitePermit,Less than 20ft
Rissers Beach,ON ,2,Senior,CampsitePermit,Less than 20ft
Five Islands,NS ,4,Full,CampsitePermit,Less than 20ft
Valleyview,NS ,1,Full,CampsitePermit,Single Tent
Rissers Beach,NS ,2,Full,CampsitePermit,Less than 30ft
Laurie,NS ,5,Full,CampsitePermit,Tents
Graves Island,NS ,2,Senior,CampsitePermit,Less than 30ft
Dollar Lake,NS ,4,Full,CampsitePermit,Single Tent
Smileys,NS ,2,Full,CampsitePermit,Less than 30ft
Valleyview,ON ,3,Full,CampsitePermit,Single Tent
The Islands,QC ,2,Full,CampsitePermit,Less than 30ft
Rissers Beach,NS ,5,Full,CampsitePermit,Tents
Cape Chignecto,NS ,3,Full,BackcountryPermit,Single Tent
Caribou Munroes,NS ,3,Full,CampsitePermit,Tents
Mira River,NS ,2,Veteran,CampsitePermit,Less than 30ft
Battery,NS ,3,Full,CampsitePermit,Single Tent
Blomidon,PA ,2,Full,CampsitePermit,Single Tent
Mira River,ON ,2,Full,CampsitePermit,Less than 30ft
Amherst Shore,NS ,2,Full,CampsitePermit,Single Tent
Five Islands,NB ,3,Full,CampsitePermit,Single Tent
Laurie,NS ,2,Veteran,CampsitePermit,Less than 40ft
Salsman,NB ,1,Full,CampsitePermit,Single Tent
Rissers Beach,NS ,3,Full,CampsitePermit,Single Tent
Smileys,NS ,3,Full,CampsitePermit,Less than 30ft
Mira River,NS ,4,Senior,CampsitePermit,Tents
Mira River,NS ,4,Full,CampsitePermit,Less than 30ft
Porters Lake,NS ,2,Full,CampsitePermit,Single Tent
Dollar Lake,NS ,2,Full,CampsitePermit,Single Tent
Thomas Raddall,NS ,2,Full,CampsitePermit,Single Tent
Graves Island,NS ,2,Full,CampsitePermit,Less than 20ft
Thomas Raddall,NS ,2,Full,CampsitePermit,Single Tent
Porters Lake,NS ,2,Full,CampsitePermit,Single Tent
Battery,BC ,2,Full,CampsitePermit,Less than 30ft
Mira River,NS ,4,Full,CampsitePermit,Tents
Mira River,QC ,2,Full,CampsitePermit,Single Tent
Porters Lake,NS ,4,Full,CampsitePermit,Single Tent
Ellenwood Lake,RI ,2,Full,CampsitePermit,Single Tent
Cape Chignecto,MA ,1,Full,BackcountryPermit,Single Tent
Mira River,QC ,3,Full,CampsitePermit,Less than 30ft
Rissers Beach,QC ,2,Full,CampsitePermit,Single Tent
Dollar Lake,NS ,2,Full,CampsitePermit,Less than 30ft
Battery,NS ,5,Full,CampsitePermit,Single Tent
The Islands,ON ,2,Full,CampsitePermit,Less than 20ft
Thomas Raddall,QC ,2,Full,CampsitePermit,Single Tent
Whycocomagh,NS ,3,Full,YurtPermit,Tents
Thomas Raddall,NB ,4,Full,CampsitePermit,Single Tent
Mira River,NS ,2,Full,CampsitePermit,Less than 30ft
Five Islands,VT ,2,Full,CampsitePermit,Single Tent
Laurie,QC ,2,Full,CampsitePermit,Single Tent
Caribou Munroes,NL ,4,Full,CampsitePermit,Single Tent
Smileys,NS ,3,Full,CampsitePermit,Less than 30ft
Five Islands,NS ,2,Full,CampsitePermit,Less than 30ft
Amherst Shore,ON ,5,Full,CampsitePermit,Less than 20ft
Five Islands,NS ,6,Full,CampsitePermit,Single Tent
Smileys,NS ,1,Full,CampsitePermit,Single Tent
Smileys,UK,2,Senior,CampsitePermit,Less than 30ft
Graves Island,NS ,1,Full,CampsitePermit,Single Tent
Caribou Munroes,NS ,2,Full,CampsitePermit,Less than 20ft
The Islands,QC ,2,Full,CampsitePermit,Single Tent
Graves Island,NS ,1,Full,CampsitePermit,Less than 30ft
Rissers Beach,NS ,4,Full,CampsitePermit,Single Tent
Rissers Beach,NS ,4,Full,CampsitePermit,Single Tent
Five Islands,NS ,2,Senior,CampsitePermit,Single Tent
Rissers Beach,NS ,2,Full,CampsitePermit,Less than 20ft
Porters Lake,NS ,6,Full,CampsitePermit,Single Tent
Graves Island,NS ,2,Full,CampsitePermit,Less than 30ft
Graves Island,NS ,4,Full,CampsitePermit,Tents
Whycocomagh,NS ,3,Full,CampsitePermit,Less than 20ft
Thomas Raddall,NS ,2,Full,CampsitePermit,Single Tent
Graves Island,NS ,2,Veteran,CampsitePermit,Less than 30ft
Smileys,NS ,4,Full,CampsitePermit,Single Tent
Five Islands,NS ,2,Senior,CampsitePermit,Less than 20ft
Graves Island,NS ,2,Full,CampsitePermit,Single Tent
Graves Island,QC ,2,Full,CampsitePermit,Single Tent
Five Islands,NS ,3,Full,CampsitePermit,Single Tent
The Islands,NS ,1,Full,CampsitePermit,Single Tent
Rissers Beach,NS ,4,Full,CampsitePermit,Tents
Rissers Beach,NS ,1,Full,CampsitePermit,Single Tent
Smileys,NS ,2,Full,CampsitePermit,Less than 20ft
Graves Island,ON ,2,Senior,CampsitePermit,Less than 20ft
Laurie,NS ,2,Full,CampsitePermit,Single Tent
Whycocomagh,CT ,2,Senior,CampsitePermit,Single Tent
Rissers Beach,NS ,2,Full,CampsitePermit,Less than 30ft
Thomas Raddall,NB ,2,Full,CampsitePermit,Single Tent
Rissers Beach,NS ,3,Full,CampsitePermit,Less than 20ft
Mira River,BC ,4,Full,CampsitePermit,Single Tent
Amherst Shore,NS ,2,Full,CampsitePermit,Single Tent
Caribou Munroes,QC ,2,Full,CampsitePermit,Less than 20ft
Rissers Beach,NS ,2,Full,CampsitePermit,Single Tent
Ellenwood Lake,NS ,3,Senior,CampsitePermit,Less than 30ft
Dollar Lake,NS ,6,Full,CampsitePermit,Single Tent
Smileys,NS ,2,Full,CampsitePermit,Less than 30ft
Graves Island,NS ,2,Full,CampsitePermit,Less than 20ft
Five Islands,NC ,2,Full,CampsitePermit,Single Tent
Caribou Munroes,MB ,1,Full,CampsitePermit,Single Tent
Mira River,NS ,4,Full,CampsitePermit,Less than 30ft
Graves Island,NS ,6,Full,CampsitePermit,Tents
Whycocomagh,PA ,2,Full,CampsitePermit,Less than 30ft
Porters Lake,ON ,3,Full,CampsitePermit,Less than 20ft
Caribou Munroes,NS ,4,Full,CampsitePermit,Single Tent
Smileys,ON ,2,Full,CampsitePermit,Single Tent
Rissers Beach,NS ,4,Full,CampsitePermit,Less than 20ft
Blomidon,NS ,4,Full,CampsitePermit,Single Tent
Boylston,QC ,1,Full,CampsitePermit,Single Tent
Five Islands,TN ,3,Full,CampsitePermit,Tents
Caribou Munroes,NS ,2,Senior,CampsitePermit,Less than 20ft
Whycocomagh,NS ,4,Full,CampsitePermit,Single Tent
Five Islands,ON ,2,Full,CampsitePermit,Less than 30ft
Amherst Shore,CA ,2,Senior,CampsitePermit,Less than 20ft
Mira River,NS ,3,Full,CampsitePermit,Less than 20ft
Graves Island,AB ,2,Full,CampsitePermit,Less than 20ft
Graves Island,NS ,4,Full,CampsitePermit,Tents
Caribou Munroes,MI ,2,Full,CampsitePermit,Less than 30ft
Valleyview,ME ,2,Full,CampsitePermit,Less than 20ft
Dollar Lake,NS ,6,Full,CampsitePermit,Single Tent
Blomidon,MA ,2,Full,CampsitePermit,Single Tent
Blomidon,NS ,2,Full,CampsitePermit,Single Tent
Rissers Beach,NS ,4,Full,CampsitePermit,Less than 20ft
Rissers Beach,NS ,2,Full,CampsitePermit,Less than 20ft
Mira River,NS ,2,Full,CampsitePermit,Single Tent
Thomas Raddall,NS ,2,Full,CampsitePermit,Less than 30ft
Thomas Raddall,NS ,2,Full,CampsitePermit,Single Tent
Whycocomagh,NY ,5,Full,CampsitePermit,Single Tent
Smileys,NS ,4,Full,CampsitePermit,Less than 30ft
Graves Island,NS ,4,Full,CampsitePermit,Tents
Rissers Beach,NS ,4,Full,CampsitePermit,Tents
Graves Island,NS ,2,Full,CampsitePermit,Less than 30ft
Porters Lake,ON ,2,Senior,CampsitePermit,Less than 30ft
